TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.google.javascript.jscomp.ObjectPropertyStringPostprocess,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4447617623604466,212,14
com.google.javascript.jscomp.PassFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.125,29,0
com.google.javascript.jscomp.ErrorFormat,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5416666666666666,43,14
com.google.javascript.jscomp.Strings,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8394871794871795,125,99
com.google.javascript.jscomp.ClosureOptimizePrimitives,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.41250000000000003,203,14
com.google.javascript.jscomp.VariableReferenceCheck,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.2899024822695036,201,6
com.google.javascript.jscomp.IgnoreCajaProperties,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4596920289855072,151,15
com.google.javascript.jscomp.NameReferenceGraphReport,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.33527913059163056,291,23
com.google.javascript.jscomp.SourceInformationAnnotator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.871875,126,97
com.google.javascript.jscomp.StripCode,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.259546925566343,1007,7
com.google.javascript.jscomp.JvmMetrics,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8128251579338537,581,363
com.google.javascript.jscomp.ant.Warning,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,32,32
com.google.javascript.jscomp.UnreachableCodeElimination,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.445576250592698,321,30
com.google.javascript.jscomp.NodeIterators,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3108242985861842,387,26
com.google.javascript.jscomp.CompilationLevel,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.588955381859632,189,60
com.google.javascript.jscomp.ReplaceMessagesForChrome,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.381578947368421,151,3
com.google.javascript.jscomp.InvocationsCallback,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.25,48,0
